Date,clinicID,doctorID,specialization,day,tokenNumber,Index,servedAfterBreak,TimeCalled,TimeTaken,type,AvgWaitTime
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W7,11,False,05:42:51,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A13,12,False,05:42:53,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W19,13,False,05:42:54,00:00:01,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W18,14,False,05:43:15,00:00:21,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A17,15,False,05:43:17,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A10,16,False,05:43:19,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A11,17,False,05:43:20,00:00:01,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W2,18,False,05:43:22,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W13,19,False,05:43:24,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W17,20,False,05:43:26,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W4,21,False,05:43:27,00:00:01,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A5,22,False,05:43:39,00:00:12,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W8,23,False,05:43:41,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W18,24,False,05:44:18,00:00:37,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W15,25,False,05:44:24,00:00:06,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A1,26,False,05:44:26,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W11,27,False,05:44:32,00:00:06,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,28,False,05:44:34,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W9,29,False,05:47:13,00:02:39,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W14,30,False,05:47:15,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W8,31,False,05:47:17,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W1,32,False,05:47:18,00:00:01,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W7,33,False,05:47:20,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W13,34,False,05:47:22,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W13,35,False,05:47:24,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W4,36,False,05:47:33,00:00:09,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W3,37,False,05:47:35,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A5,38,False,05:47:37,00:00:02,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,39,False,05:47:38,00:00:01,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A3,40,False,05:47:48,00:00:10,advance,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W7,41,False,05:47:49,00:00:01,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W2,42,False,05:47:51,00:00:02,walkin,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W1,43,False,05:47:53,00:00:02,walkin,00:00:07.818181818
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A1,0,False,10:01:23,00:00:00,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A3,0,False,10:01:23,00:00:00,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A4,2,True,12:46:36,02:45:13,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,3,False,12:46:38,00:00:02,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A6,4,False,12:46:40,00:00:02,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A1,5,False,12:46:42,00:00:02,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A4,6,False,12:46:43,00:00:01,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,7,False,12:55:21,00:08:38,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A6,8,False,13:22:11,00:26:50,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A7,9,True,15:26:25,02:04:14,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A9,10,False,15:26:30,00:00:05,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A11,11,False,15:27:52,00:01:22,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A14,12,False,15:49:50,00:21:58,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A12,13,False,15:55:53,00:06:03,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A10,14,False,15:56:40,00:00:47,advance,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A14,15,False,16:06:49,00:10:09,advance,00:22:50.375000
2025-04-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Sunday,A1,0,False,17:54:07,00:00:00,Advance,00:00:00
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A6,0,False,09:48:56,00:00:00,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A13,1,False,10:00:42,00:11:46,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A5,2,False,10:04:38,00:03:56,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A11,3,False,10:22:46,00:18:08,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A17,4,False,10:30:51,00:08:05,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A4,5,False,10:35:29,00:04:38,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A10,6,False,10:38:26,00:02:57,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A1,7,False,10:55:37,00:17:11,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A16,8,False,10:58:45,00:03:08,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A2,9,False,11:27:25,00:28:40,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A3,10,False,11:36:47,00:09:22,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A21,11,False,11:56:59,00:20:12,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A20,12,False,12:22:48,00:25:49,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A22,13,False,12:27:51,00:05:03,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A3,14,False,12:34:06,00:06:15,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W1,15,False,12:40:01,00:05:55,walkin,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W10,16,False,12:40:03,00:00:02,walkin,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W1,16,False,12:40:03,00:00:00,walkin,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A23,18,True,14:29:57,01:49:54,advance,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A25,19,False,14:32:49,00:02:52,advance,00:14:11.650000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A26,0,False,13:54:30,00:00:00,advance,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A27,1,False,14:02:52,00:08:22,advance,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A24,2,False,14:04:15,00:01:23,advance,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A34,3,True,15:12:58,01:08:43,advance,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A31,4,False,16:06:23,00:53:25,advance,00:26:22.600000
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,0,False,11:40:14,00:00:00,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,1,False,11:40:15,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,2,False,11:40:16,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,3,False,11:40:17,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,4,False,11:40:26,00:00:09,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,5,False,12:27:46,00:47:20,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,6,False,12:27:48,00:00:02,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A21,7,False,13:13:40,00:45:52,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A22,8,False,13:13:44,00:00:04,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W10,9,True,14:26:26,01:12:42,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A27,10,False,14:26:32,00:00:06,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A28,11,False,15:14:07,00:47:35,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A29,12,False,15:14:53,00:00:46,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A30,13,False,15:14:54,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,14,False,15:15:09,00:00:15,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W12,15,False,15:15:11,00:00:02,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A31,16,False,15:27:43,00:12:32,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A32,17,False,15:27:56,00:00:13,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A33,18,False,15:27:57,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W12,19,False,15:32:31,00:04:34,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A34,20,False,15:58:38,00:26:07,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A35,21,False,16:27:41,00:29:03,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W20,22,False,16:45:57,00:18:16,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,23,False,17:10:25,00:24:28,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,24,False,17:10:27,00:00:02,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,25,False,17:10:28,00:00:01,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,26,False,17:10:29,00:00:01,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A21,27,False,17:10:44,00:00:15,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A22,28,False,17:10:44,00:00:00,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A32,29,False,17:10:45,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A27,30,False,17:10:53,00:00:08,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A9,31,False,17:11:04,00:00:11,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,32,False,17:12:38,00:01:34,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,33,False,17:13:03,00:00:25,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,34,False,17:13:07,00:00:04,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,35,False,17:13:15,00:00:08,walkin,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A3,36,False,17:13:31,00:00:16,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A4,37,False,17:13:32,00:00:01,advance,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,38,True,19:31:08,02:17:36,advance,00:12:04.461538461
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,0,False,09:18:25,00:00:00,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,1,False,09:18:29,00:00:04,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,2,False,09:18:30,00:00:01,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W18,3,False,09:18:44,00:00:14,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,4,False,09:18:46,00:00:02,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,5,False,09:19:05,00:00:19,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A4,6,False,09:28:02,00:08:57,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,7,False,09:32:53,00:04:51,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,8,False,09:34:16,00:01:23,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,9,False,09:43:57,00:09:41,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,10,False,09:44:22,00:00:25,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,11,False,09:44:25,00:00:03,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,12,False,09:45:32,00:01:07,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,13,False,09:45:47,00:00:15,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A2,14,False,09:45:49,00:00:02,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,15,False,09:47:03,00:01:14,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,16,False,09:53:41,00:06:38,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,17,False,09:54:00,00:00:19,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,18,False,09:54:56,00:00:56,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,19,False,09:55:00,00:00:04,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,20,False,09:55:03,00:00:03,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,21,False,10:01:37,00:06:34,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,22,False,10:11:01,00:09:24,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A21,23,False,10:12:48,00:01:47,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A26,24,False,10:19:05,00:06:17,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,25,False,10:29:09,00:10:04,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W1,26,False,10:29:20,00:00:11,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W1,27,False,10:29:44,00:00:24,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,28,False,10:27:04,00:02:40,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A28,29,False,10:28:12,00:01:08,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A10,30,False,10:36:50,00:08:38,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A20,31,False,10:46:31,00:09:41,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A23,32,False,10:51:45,00:05:14,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,33,False,10:56:49,00:05:04,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,33,False,11:16:59,00:20:10,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,34,False,10:56:23,00:20:36,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A18,35,False,11:05:20,00:08:57,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,36,False,11:02:35,00:02:45,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A6,38,False,11:18:41,00:16:06,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,39,False,11:23:15,00:04:34,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,40,False,11:32:13,00:08:58,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A15,41,False,11:32:54,00:00:41,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A4,42,False,11:37:03,00:04:09,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A13,43,True,12:06:37,00:29:34,advance,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,44,False,12:10:21,00:03:44,walkin,00:09:08.534246575
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A17,45,False,12:10:26,00:00:05,advance,00:09:08.534246575
